"Year","Team","Conference","Rating","Ranking","SecondOrderWins","Sos","Offense Ranking","Offense Rating","Offense Success","Offense Explosiveness","Offense Rushing","Offense Passing","Offense StandardDowns","Offense PassingDowns","Offense RunRate","Offense Pace","Defense Ranking","Defense Rating","Defense Success","Defense Explosiveness","Defense Rushing","Defense Passing","Defense StandardDowns","Defense PassingDowns","Defense Havoc Total","Defense Havoc FrontSeven","Defense Havoc Db","SpecialTeams Rating"
"2021","Nebraska","Big Ten","10.3","35","","","33","34.1","","","","","","","","","27","21.3","","","","","","","","","",""
"2021","App State","Sun Belt","10.3","35","","","49","32","","","","","","","","","41","23.5","","","","","","","","","",""
"2021","Purdue","Big Ten","10.3","35","","","44","32.6","","","","","","","","","25","21.1","","","","","","","","","",""
"2021","Oregon","Big Ten","10.2","38","","","22","35","","","","","","","","","60","26","","","","","","","","","",""
"2021","Wake Forest","ACC","10.1","39","","","10","38","","","","","","","","","92","29.2","","","","","","","","","",""
"2021","Texas Tech","Big 12","9.8","40","","","28","34.6","","","","","","","","","69","27.1","","","","","","","","","",""
"2021","Boise State","Mountain West","9.4","41","","","69","28.4","","","","","","","","","23","20.8","","","","","","","","","",""
"2021","UCLA","Big Ten","9.4","41","","","12","37.7","","","","","","","","","76","27.8","","","","","","","","","",""
"2021","UAB","American Athletic","9.1","43","","","47","32.1","","","","","","","","","30","21.7","","","","","","","","","",""
"2021","Oregon State","Pac-12","8.9","44","","","16","36.9","","","","","","","","","87","28.5","","","","","","","","","",""
"2021","BYU","Big 12","8.9","44","","","14","37.2","","","","","","","","","78","27.9","","","","","","","","","",""
"2021","SMU","ACC","8.9","44","","","18","36.7","","","","","","","","","69","27.1","","","","","","","","","",""
"2021","Louisiana","Sun Belt","8.7","47","","","54","30.3","","","","","","","","","26","21.2","","","","","","","","","",""
"2021","Texas","SEC","8.5","48","","","28","34.6","","","","","","","","","85","28.4","","","","","","","","","",""
"2021","Liberty","Conference USA","8.4","49","","","47","32.1","","","","","","","","","38","23.1","","","","","","","","","",""
"2021","San Diego State","Mountain West","8.3","50","","","92","23.7","","","","","","","","","12","17.1","","","","","","","","","",""
"2021","Marshall","Sun Belt","8","51","","","43","32.8","","","","","","","","","41","23.5","","","","","","","","","",""
"2021","Louisville","ACC","7.8","52","","","24","34.9","","","","","","","","","64","26.6","","","","","","","","","",""
"2021","Florida State","ACC","7.6","53","","","58","29.8","","","","","","","","","37","23","","","","","","","","","",""
"2021","Air Force","Mountain West","7.4","54","","","57","30","","","","","","","","","33","22","","","","","","","","","",""
"2021","Virginia","ACC","7.2","55","","","8","39.3","","","","","","","","","100","31.5","","","","","","","","","",""
"2021","Toledo","Mid-American","6.9","56","","","65","29","","","","","","","","","21","20.7","","","","","","","","","",""
"2021","Washington State","Pac-12","6.7","57","","","49","32","","","","","","","","","60","26","","","","","","","","","",""
"2021","UTSA","American Athletic","6.5","58","","","42","33","","","","","","","","","76","27.8","","","","","","","","","",""
"2021","North Carolina","ACC","6.4","59","","","11","37.8","","","","","","","","","101","31.7","","","","","","","","","",""
"2021","Maryland","Big Ten","6.2","60","","","25","34.8","","","","","","","","","74","27.4","","","","","","","","","",""
"2021","Tulsa","American Athletic","5.8","61","","","67","28.7","","","","","","","","","48","24","","","","","","","","","",""
"2021","UCF","Big 12","4.8","62","","","60","29.6","","","","","","","","","40","23.4","","","","","","","","","",""
"2021","Army","American Athletic","4.7","63","","","66","28.8","","","","","","","","","41","23.5","","","","","","","","","",""
"2021","Illinois","Big Ten","4.3","64","","","98","23.2","","","","","","","","","32","21.8","","","","","","","","","",""
"2021","LSU","SEC","4.1","65","","","72","28","","","","","","","","","57","25.6","","","","","","","","","",""
"2021","South Carolina","SEC","3.9","66","","","86","26","","","","","","","","","49","24.2","","","","","","","","","",""
"2021","Nevada","Mountain West","3.6","67","","","54","30.3","","","","","","","","","68","26.9","","","","","","","","","",""
"2021","California","ACC","3.4","68","","","77","27.5","","","","","","","","","51","25","","","","","","","","","",""
"2021","Missouri","SEC","3.1","69","","","52","31.1","","","","","","","","","97","29.9","","","","","","","","","",""
"2021","Virginia Tech","ACC","2.4","70","","","85","26.7","","","","","","","","","54","25.2","","","","","","","","","",""
"2021","Georgia State","Sun Belt","1.8","71","","","77","27.5","","","","","","","","","65","26.7","","","","","","","","","",""
"2021","West Virginia","Big 12","1.8","71","","","75","27.7","","","","","","","","","51","25","","","","","","","","","",""
"2021","Miami (OH)","Mid-American","1.5","73","","","63","29.3","","","","","","","","","67","26.8","","","","","","","","","",""
"2021","Memphis","American Athletic","1","74","","","60","29.6","","","","","","","","","78","27.9","","","","","","","","","",""
"2021","Boston College","ACC","0.9","75","","","83","27","","","","","","","","","63","26.5","","","","","","","","","",""
"2021","Wyoming","Mountain West","0.6","76","","","86","26","","","","","","","","","41","23.5","","","","","","","","","",""
"2021","Western Michigan","Mid-American","0.6","76","","","39","33.1","","","","","","","","","91","29","","","","","","","","","",""
"2021","East Carolina","American Athletic","0.5","78","","","79","27.4","","","","","","","","","83","28.3","","","","","","","","","",""
"2021","Syracuse","ACC","0.3","79","","","81","27.1","","","","","","","","","54","25.2","","","","","","","","","",""
"2021","Utah State","Mountain West","0.1","80","","","69","28.4","","","","","","","","","78","27.9","","","","","","","","","",""
"2021","TCU","Big 12","-0.6","81","","","38","33.2","","","","","","","","","109","33.9","","","","","","","","","",""
"2021","USC","Big Ten","-0.6","81","","","45","32.3","","","","","","","","","106","33.4","","","","","","","","","",""
"2021","Washington","Big Ten","-0.7","83","","","101","22.8","","","","","","","","","45","23.6","","","","","","","","","",""
"2021","Central Michigan","Mid-American","-1","84","","","68","28.5","","","","","","","","","93","29.3","","","","","","","","","",""
"2021","San José State","Mountain West","-1.9","85","","","102","22.6","","","","","","","","","54","25.2","","","","","","","","","",""
"2021","Hawai'i","Mountain West","-2.3","86","","","81","27.1","","","","","","","","","98","30.1","","","","","","","","","",""
"2021","Colorado State","Mountain West","-2.4","87","","","97","23.3","","","","","","","","","59","25.9","","","","","","","","","",""
"2021","Rutgers","Big Ten","-3","88","","","109","20.8","","","","","","","","","46","23.7","","","","","","","","","",""
"2021","Tulane","American Athletic","-3.9","89","","","74","27.9","","","","","","","","","99","30.4","","","","","","","","","",""
"2021","Middle Tennessee","Conference USA","-4","90","","","90","24","","","","","","","","","69","27.1","","","","","","","","","",""
"2021","UTEP","Conference USA","-4.2","91","","","91","23.9","","","","","","","","","83","28.3","","","","","","","","","",""
"2021","Florida Atlantic","American Athletic","-5.2","92","","","99","23.1","","","","","","","","","85","28.4","","","","","","","","","",""
"2021","Kent State","Mid-American","-6.4","93","","","45","32.3","","","","","","","","","120","36.9","","","","","","","","","",""
"2021","Troy","Sun Belt","-6.5","94","","","114","20.1","","","","","","","","","65","26.7","","","","","","","","","",""
"2021","North Texas","American Athletic","-6.5","94","","","99","23.1","","","","","","","","","87","28.5","","","","","","","","","",""
"2021","Georgia Tech","ACC","-6.7","96","","","83","27","","","","","","","","","103","32.4","","","","","","","","","",""
"2021","Northern Illinois","Mid-American","-7.1","97","","","62","29.4","","","","","","","","","116","36.1","","","","","","","","","",""
"2021","South Alabama","Sun Belt","-7.2","98","","","106","21.4","","","","","","","","","81","28","","","","","","","","","",""
"2021","Old Dominion","Sun Belt","-7.4","99","","","107","21.2","","","","","","","","","81","28","","","","","","","","","",""
"2021","Indiana","Big Ten","-7.8","100","","","112","20.4","","","","","","","","","72","27.3","","","","","","","","","",""
"2021","Eastern Michigan","Mid-American","-7.8","100","","","80","27.2","","","","","","","","","122","37.2","","","","","","","","","",""
"2021","Navy","American Athletic","-8.5","102","","","115","20","","","","","","","","","75","27.7","","","","","","","","","",""
"2021","Buffalo","Mid-American","-9.5","103","","","89","24.6","","","","","","","","","105","33.1","","","","","","","","","",""
"2021","Colorado","Big 12","-10","104","","","120","18.8","","","","","","","","","94","29.6","","","","","","","","","",""
"2021","Stanford","ACC","-10.2","105","","","104","22.2","","","","","","","","","107","33.6","","","","","","","","","",""
"2021","Northwestern","Big Ten","-11.1","106","","","118","19.4","","","","","","","","","72","27.3","","","","","","","","","",""
"2021","Ball State","Mid-American","-11.2","107","","","105","21.6","","","","","","","","","108","33.7","","","","","","","","","",""
"2021","Louisiana Tech","Conference USA","-11.6","108","","","93","23.6","","","","","","","","","112","34.4","","","","","","","","","",""
"2021","Ohio","Mid-American","-11.6","108","","","88","25.1","","","","","","","","","114","35.2","","","","","","","","","",""
"2021","South Florida","American Athletic","-12.1","110","","","95","23.5","","","","","","","","","117","36.2","","","","","","","","","",""
"2021","Bowling Green","Mid-American","-12.4","111","","","125","17.1","","","","","","","","","95","29.8","","","","","","","","","",""
"2021","Arizona","Big 12","-12.6","112","","","119","19.2","","","","","","","","","102","32.3","","","","","","","","","",""
"2021","Duke","ACC","-13.5","113","","","96","23.4","","","","","","","","","118","36.3","","","","","","","","","",""
"2021","Charlotte","American Athletic","-13.7","114","","","76","27.6","","","","","","","","","127","41.2","","","","","","","","","",""
"2021","UNLV","Mountain West","-13.8","115","","","116","19.9","","","","","","","","","104","33","","","","","","","","","",""
"2021","Southern Miss","Sun Belt","-14.2","116","","","128","15","","","","","","","","","89","28.6","","","","","","","","","",""
"2021","Georgia Southern","Sun Belt","-15.3","117","","","121","18.4","","","","","","","","","110","34","","","","","","","","","",""
"2021","Texas State","Sun Belt","-16","118","","","110","20.7","","","","","","","","","120","36.9","","","","","","","","","",""
"2021","Arkansas State","Sun Belt","-17.9","119","","","108","21","","","","","","","","","124","40","","","","","","","","","",""
"2021","New Mexico","Mountain West","-18.6","120","","","130","11.6","","","","","","","","","95","29.8","","","","","","","","","",""
"2021","Temple","American Athletic","-19.1","121","","","123","17.5","","","","","","","","","111","34.1","","","","","","","","","",""
"2021","Vanderbilt","SEC","-19.4","122","","","124","17.4","","","","","","","","","115","35.6","","","","","","","","","",""
"2021","Kansas","Big 12","-19.7","123","","","103","22.3","","","","","","","","","126","40.6","","","","","","","","","",""
"2021","UL Monroe","Sun Belt","-20.3","124","","","127","15.6","","","","","","","","","113","35.1","","","","","","","","","",""
"2021","Florida International","Conference USA","-21.6","125","","","116","19.9","","","","","","","","","125","40.2","","","","","","","","","",""
"2021","Rice","American Athletic","-22.9","126","","","122","18.2","","","","","","","","","123","38.3","","","","","","","","","",""
"2021","Akron","Mid-American","-23.1","127","","","113","20.3","","","","","","","","","128","41.7","","","","","","","","","",""
"2021","New Mexico State","Conference USA","-24.2","128","","","111","20.6","","","","","","","","","129","43.7","","","","","","","","","",""
"2021","UConn","FBS Independents","-25.6","129","","","129","12.7","","","","","","","","","119","36.8","","","","","","","","","",""
"2021","Massachusetts","FBS Independents","-29.3","130","","","126","16.1","","","","","","","","","130","43.9","","","","","","","","","",""
"2021","nationalAverages","","1.9807692307692308","","","","","28.64923076923077","","","","","","","","","","26.674615384615386","","","","","","","","","",""
