"Year","Team","Conference","Rating","Ranking","SecondOrderWins","Sos","Offense Ranking","Offense Rating","Offense Success","Offense Explosiveness","Offense Rushing","Offense Passing","Offense StandardDowns","Offense PassingDowns","Offense RunRate","Offense Pace","Defense Ranking","Defense Rating","Defense Success","Defense Explosiveness","Defense Rushing","Defense Passing","Defense StandardDowns","Defense PassingDowns","Defense Havoc Total","Defense Havoc FrontSeven","Defense Havoc Db","SpecialTeams Rating"
"2020","Western Kentucky","Conference USA","-3.2","83","","","117","18.9","","","","","","","","","27","22.3","","","","","","","","","",""
"2020","Ohio","Mid-American","-3.2","83","","","53","29.9","","","","","","","","","96","33","","","","","","","","","",""
"2020","Arizona","Big 12","-3.5","85","","","37","32.8","","","","","","","","","116","36.4","","","","","","","","","",""
"2020","Toledo","Mid-American","-3.6","86","","","56","29.5","","","","","","","","","96","33","","","","","","","","","",""
"2020","Texas Tech","Big 12","-4.2","87","","","67","28.4","","","","","","","","","94","32.3","","","","","","","","","",""
"2020","Duke","ACC","-4.2","87","","","111","21.4","","","","","","","","","45","25.5","","","","","","","","","",""
"2020","Florida State","ACC","-4.9","89","","","82","26.4","","","","","","","","","89","31.3","","","","","","","","","",""
"2020","Illinois","Big Ten","-5.4","90","","","100","23.9","","","","","","","","","73","29.4","","","","","","","","","",""
"2020","Fresno State","Mountain West","-5.5","91","","","60","29.3","","","","","","","","","109","34.8","","","","","","","","","",""
"2020","Air Force","Mountain West","-5.6","92","","","98","24.1","","","","","","","","","78","29.8","","","","","","","","","",""
"2020","Georgia State","Sun Belt","-5.7","93","","","63","28.7","","","","","","","","","106","34.2","","","","","","","","","",""
"2020","Colorado State","Mountain West","-6.5","94","","","96","24.2","","","","","","","","","85","30.5","","","","","","","","","",""
"2020","Arkansas State","Sun Belt","-6.5","94","","","42","31.1","","","","","","","","","122","37.2","","","","","","","","","",""
"2020","Charlotte","American Athletic","-6.6","96","","","58","29.4","","","","","","","","","113","35.8","","","","","","","","","",""
"2020","Ball State","Mid-American","-6.7","97","","","80","27","","","","","","","","","104","33.8","","","","","","","","","",""
"2020","Louisiana Tech","Conference USA","-7","98","","","91","24.4","","","","","","","","","90","31.4","","","","","","","","","",""
"2020","Hawai'i","Mountain West","-7.1","99","","","71","28.2","","","","","","","","","111","35.2","","","","","","","","","",""
"2020","Kent State","Mid-American","-7.5","100","","","61","29.1","","","","","","","","","116","36.4","","","","","","","","","",""
"2020","Southern Miss","Sun Belt","-7.9","101","","","96","24.2","","","","","","","","","93","32.1","","","","","","","","","",""
"2020","North Texas","American Athletic","-8","102","","","62","28.9","","","","","","","","","118","36.7","","","","","","","","","",""
"2020","Rice","American Athletic","-9.2","103","","","124","17.3","","","","","","","","","55","26.5","","","","","","","","","",""
"2020","Navy","American Athletic","-9.3","104","","","83","26.2","","","","","","","","","112","35.4","","","","","","","","","",""
"2020","UTSA","American Athletic","-9.6","105","","","101","23.8","","","","","","","","","101","33.7","","","","","","","","","",""
"2020","Syracuse","ACC","-9.8","106","","","114","20.2","","","","","","","","","82","30.3","","","","","","","","","",""
"2020","Temple","American Athletic","-10","107","","","104","23.3","","","","","","","","","96","33","","","","","","","","","",""
"2020","Rutgers","Big Ten","-10.5","108","","","112","20.8","","","","","","","","","91","31.5","","","","","","","","","",""
"2020","Florida International","Conference USA","-10.7","109","","","109","21.6","","","","","","","","","95","32.4","","","","","","","","","",""
"2020","East Carolina","American Athletic","-11","110","","","84","26","","","","","","","","","121","37.1","","","","","","","","","",""
"2020","South Alabama","Sun Belt","-11.3","111","","","106","22.5","","","","","","","","","101","33.7","","","","","","","","","",""
"2020","South Florida","American Athletic","-11.4","112","","","120","18.2","","","","","","","","","75","29.5","","","","","","","","","",""
"2020","Middle Tennessee","Conference USA","-11.7","113","","","93","24.3","","","","","","","","","113","35.8","","","","","","","","","",""
"2020","Eastern Michigan","Mid-American","-12.2","114","","","69","28.3","","","","","","","","","127","40.5","","","","","","","","","",""
"2020","Miami (OH)","Mid-American","-12.9","115","","","113","20.7","","","","","","","","","100","33.6","","","","","","","","","",""
"2020","Texas State","Sun Belt","-13.4","116","","","102","23.5","","","","","","","","","119","36.9","","","","","","","","","",""
"2020","New Mexico","Mountain West","-15","117","","","91","24.4","","","","","","","","","124","39.3","","","","","","","","","",""
"2020","Old Dominion","Sun Belt","-15.9","118","","","127","14","","","","","","","","","79","29.9","","","","","","","","","",""
"2020","Kansas","Big 12","-16.3","119","","","118","18.5","","","","","","","","","107","34.5","","","","","","","","","",""
"2020","Utah State","Mountain West","-16.7","120","","","114","20.2","","","","","","","","","120","37","","","","","","","","","",""
"2020","Vanderbilt","SEC","-16.8","121","","","122","17.7","","","","","","","","","105","34.1","","","","","","","","","",""
"2020","Northern Illinois","Mid-American","-18.4","122","","","126","16","","","","","","","","","107","34.5","","","","","","","","","",""
"2020","UL Monroe","Sun Belt","-18.4","122","","","109","21.6","","","","","","","","","125","39.6","","","","","","","","","",""
"2020","UTEP","Conference USA","-18.6","124","","","121","17.9","","","","","","","","","115","36.2","","","","","","","","","",""
"2020","UNLV","Mountain West","-19.7","125","","","108","22","","","","","","","","","128","41.5","","","","","","","","","",""
"2020","UConn","FBS Independents","-22.3","126","","","122","17.7","","","","","","","","","126","40","","","","","","","","","",""
"2020","Akron","Mid-American","-23.7","127","","","130","11.4","","","","","","","","","110","35.1","","","","","","","","","",""
"2020","Bowling Green","Mid-American","-26.2","128","","","128","12.8","","","","","","","","","123","39","","","","","","","","","",""
"2020","Massachusetts","FBS Independents","-31.3","129","","","125","16.7","","","","","","","","","130","47.8","","","","","","","","","",""
"2020","New Mexico State","Conference USA","-31.5","130","","","129","12.2","","","","","","","","","129","43.8","","","","","","","","","",""
"2020","nationalAverages","","0.48244274809160304","","","","","28.468702290076337","","","","","","","","","","27.98854961832061","","","","","","","","","",""
