"Year","Team","Conference","Rating","Ranking","SecondOrderWins","Sos","Offense Ranking","Offense Rating","Offense Success","Offense Explosiveness","Offense Rushing","Offense Passing","Offense StandardDowns","Offense PassingDowns","Offense RunRate","Offense Pace","Defense Ranking","Defense Rating","Defense Success","Defense Explosiveness","Defense Rushing","Defense Passing","Defense StandardDowns","Defense PassingDowns","Defense Havoc Total","Defense Havoc FrontSeven","Defense Havoc Db","SpecialTeams Rating"
"2017","UCLA","Big Ten","4.9","51","6.6","0.867","9","39.3","105.3","104.8","98","106.1","108.3","98.9","0.39299999999999996","-1.8","103","34.5","95.2","103.6","94.5","100.6","96.1","104.2","0.131","0.077","0.05","0.1"
"2017","Texas Tech","Big 12","4.8","52","6.9","0.857","32","34.4","108.1","97.8","103.8","101.7","105.6","96.2","0.40299999999999997","-1.4","70","28.3","94.9","109.1","99.4","102.5","100.2","104.8","0.136","0.067","0.069","-1.3"
"2017","Boston College","ACC","4.6","53","7","0.823","89","25.2","98.1","95.1","104.5","92.2","99.5","89.4","0.61","-2.8","23","19.9","109.8","99.5","99","110.1","103.5","110.4","0.166","0.09300000000000001","0.069","-0.7"
"2017","San Diego State","Mountain West","4.5","54","8.4","0.957","67","28.5","92.5","113.7","106.9","96.2","100.2","106.3","0.644","2.2","45","24.8","108.4","105.5","107.9","105.1","107.9","102.7","0.149","0.065","0.084","0.9"
"2017","North Carolina","ACC","4.3","55","3.9","0.862","56","29.3","94.9","100.6","96.5","95.6","98.3","91.9","0.46799999999999997","-2.3","58","25.9","97.2","99","96.5","97.8","97.6","101.3","0.159","0.092","0.067","0.9"
"2017","Syracuse","ACC","4","56","3.4","0.816","56","29.3","100","101.3","100.7","98.2","99.2","103.8","0.424","-3.4","66","27.3","99.2","90","94.5","95.8","99.5","87","0.136","0.081","0.053","2"
"2017","Colorado State","Mountain West","3.9","57","8","0.925","31","34.6","113.2","102.1","103.6","110","108.1","108.2","0.5","0","95","32.7","94","91.3","92.8","93.9","92.9","95.3","0.14400000000000002","0.08900000000000001","0.055","2"
"2017","App State","Sun Belt","3.8","58","9","0.945","55","29.5","96","106.9","101.7","100.6","98.2","105","0.5660000000000001","1.1","45","24.8","104.3","100.2","102.3","103.1","102.6","102","0.195","0.11599999999999999","0.078","-0.9"
"2017","Arizona","Big 12","3.7","59","7.7","0.913","14","38.1","106.3","114.8","113.1","108.4","106.9","120.1","0.621","-3","99","33.9","95.6","99.7","94.6","97.6","100.8","89.6","0.146","0.07400000000000001","0.069","-0.5"
"2017","Ohio","Mid-American","3.3","60","9.8","0.974","44","32.2","108","106.1","112.5","103.2","109.5","99.6","0.602","0.6","85","30.6","101.7","98.2","107.4","100.3","97.7","108","0.184","0.107","0.075","1.7"
"2017","Kentucky","SEC","2.7","61","5.1","0.859","51","30.8","103.9","96.5","99.3","101.7","98.9","108.5","0.546","2.5","80","29.5","91.9","104.1","96.1","98.3","93.9","109.1","0.141","0.081","0.059000000000000004","1.5"
"2017","Nebraska","Big Ten","2.5","62","3.7","0.822","85","25.6","103.9","98.1","95.5","103.1","105.4","92.8","0.433","2.4","40","23.7","84.4","104.6","87.1","96.8","91.7","94.6","0.10400000000000001","0.07400000000000001","0.03","0.6"
"2017","Arkansas","SEC","2.1","63","4.5","0.798","34","34.1","106.4","100.4","108.8","102.5","100.3","112.4","0.542","2.1","90","31.8","91.8","98.7","93.7","94.3","97","88.1","0.13699999999999998","0.079","0.057999999999999996","-0.2"
"2017","Colorado","Big 12","2","64","4.7","0.897","54","30.3","99.5","89.3","94.8","95.9","96.2","92.8","0.505","-2.9","84","30.1","94.9","99","90.6","100.5","98.6","95.1","0.14800000000000002","0.065","0.079","1.8"
"2017","Troy","Sun Belt","1.6","65","8.9","0.953","73","27.5","103.8","103","104.6","99.6","104.3","102.8","0.439","0.1","39","23.5","109.3","103.4","112.9","104.2","107.9","103.5","0.205","0.12","0.084","-2.4"
"2017","Arkansas State","Sun Belt","1.5","66","8.6","0.982","56","29.3","102.3","102.5","96.8","103.6","102.7","100.5","0.425","-3.3","74","28.6","108","93.1","102.1","100.5","102.8","97.7","0.204","0.11599999999999999","0.08800000000000001","0.8"
"2017","Tennessee","SEC","1.2","67","3.6","0.827","83","25.8","94","94.3","93.5","95.3","96.3","90.5","0.525","1.8","54","25.7","90.1","114","90.8","106.7","96.8","101.5","0.135","0.086","0.048","1.1"
"2017","Arizona State","Big 12","1","68","5","0.873","35","33.9","99.2","99.2","94.8","104.3","99.7","96.6","0.534","-1.1","98","33.1","99.9","95.8","95.7","99.9","97.4","98.8","0.141","0.083","0.047","0.2"
"2017","Virginia","ACC","0.8","69","5.9","0.876","91","25","94.9","94.7","87.1","95.6","96","93.8","0.392","2.2","37","23.3","106.5","99.8","100.9","105","103.4","105.1","0.151","0.083","0.067","-0.9"
"2017","Vanderbilt","SEC","0.6","70","5.3","0.838","41","32.3","98.7","106.6","92.9","105.2","104.3","93.1","0.469","3.7","77","29","102.1","97.5","94.5","104.5","99.8","98.4","0.17","0.098","0.073","-2.6"
"2017","Temple","American Athletic","0.5","71","7.4","0.925","90","25.1","92.4","96","89.7","95.2","93.9","94.7","0.475","0.9","42","24.1","106.7","102.2","102.2","109.6","103.7","107.2","0.179","0.122","0.054000000000000006","-0.5"
"2017","Minnesota","Big Ten","0.4","72","5.4","0.877","100","23.9","97.3","91.1","99.7","95.9","95.9","96.1","0.648","1.6","30","22.1","96.9","100.3","91.7","105.9","96.6","102.3","0.17","0.113","0.057","-1.4"
"2017","Navy","American Athletic","-0.7","73","6.2","0.917","39","32.5","111.2","88.6","109.2","124","104.9","93.8","0.872","0","92","32.1","99.6","97.7","104.8","94.4","96.3","106.1","0.136","0.091","0.045","-1.2"
"2017","California","ACC","-1","74","4.6","0.87","62","28.7","95.9","91.3","92.5","93.6","91.9","97.7","0.439","-0.7","81","29.9","95.8","111.2","100.9","101.5","99.6","105.9","0.14800000000000002","0.092","0.054000000000000006","0.3"
"2017","Baylor","Big 12","-1.4","75","2.6","0.858","78","26.9","88","106.8","94","95.9","90.1","108.8","0.45","-0.1","77","29","96.3","92.9","92.7","95","93.5","99.8","0.158","0.10300000000000001","0.048","0.6"
"2017","Northern Illinois","Mid-American","-1.4","75","8","0.964","111","21","93.4","93.1","91.8","95.2","94.8","90.1","0.544","-3","26","20.5","119.4","94.2","115.1","103.5","108.7","101.7","0.19","0.132","0.057999999999999996","-1.9"
"2017","Miami (OH)","Mid-American","-2.2","77","7.5","0.957","96","24.2","102.5","96.7","91","103.8","100.7","99.3","0.499","1.7","63","26.9","99.6","100.4","98.6","100.7","99.1","102.5","0.155","0.07","0.08199999999999999","0.6"
"2017","Western Michigan","Mid-American","-2.4","78","6.3","0.945","84","25.7","103.9","90.1","102.7","94.5","97.3","99.4","0.614","-1.5","73","28.4","99.3","90.7","91.2","98.3","93.8","100","0.179","0.105","0.071","0.4"
"2017","Wyoming","Mountain West","-2.5","79","7.5","0.954","114","19.7","87.6","91.6","89.3","91.3","94.8","79","0.524","1.3","36","23.1","107.4","112.6","112.4","103.8","107.5","110.3","0.179","0.11","0.068","0.9"
"2017","UTSA","American Athletic","-2.5","79","6.8","0.985","117","18.7","93.9","93.6","96.6","91.8","97.2","88.6","0.5539999999999999","2.8","34","22.5","112.7","90.6","106.2","96.6","100.9","104.7","0.195","0.11900000000000001","0.075","1.3"
"2017","Fresno State","Mountain West","-2.7","81","9.4","0.895","105","22.3","102.3","96.9","98.7","102","104","91.9","0.51","2","53","25.5","98.8","119.6","106.1","108.6","101.7","121.7","0.172","0.109","0.063","0.5"
"2017","SMU","ACC","-2.9","82","6.6","0.926","25","35.4","106.3","104.5","108.6","101","104.6","105.1","0.452","-1.3","110","37.4","95.2","90","93.6","92.5","93.2","94.5","0.161","0.09699999999999999","0.063","-0.9"
"2017","Utah State","Mountain West","-3.3","83","7","0.927","95","24.4","92.6","101.9","99.3","91.7","97.6","93.2","0.486","-2.8","67","28","104.9","106.6","99.5","110.8","103.8","110.3","0.14","0.073","0.068","0.3"
"2017","Southern Miss","Sun Belt","-3.4","84","7.9","0.979","92","24.9","90.5","104.3","95.7","97.5","97.2","92.8","0.507","-0.2","70","28.3","107.2","94.9","106.1","99.1","101.8","103.5","0.19399999999999998","0.10800000000000001","0.085","0"
"2017","Marshall","Sun Belt","-4.5","85","7.5","0.962","115","19.4","93.3","100.8","88.2","99.7","95.9","97.6","0.488","1.8","41","23.9","113.2","101.3","115.4","104.2","108.1","107","0.18100000000000002","0.115","0.066","0.1"
"2017","Maryland","Big Ten","-4.5","85","3.9","0.781","80","26.7","95.1","101","102.5","96.5","99.5","96.7","0.545","-0.1","70","28.3","90.4","105.4","96","96.9","95.3","97","0.12300000000000001","0.054000000000000006","0.069","-2.9"
"2017","North Texas","American Athletic","-4.5","85","8.5","0.964","63","28.6","108.1","97.9","102","102.8","99.7","112.7","0.461","-0.5","102","34.3","100","95","102.8","92.6","100.8","90.8","0.124","0.075","0.049","1.2"
"2017","Western Kentucky","Conference USA","-4.9","88","6.8","0.979","87","25.5","104.9","92.8","86.6","101.3","100.1","99.4","0.345","0.1","83","30","94.5","102.4","98.7","94.4","101.3","90.1","0.15","0.07","0.081","-0.4"
"2017","Middle Tennessee","Conference USA","-4.9","88","7.2","0.971","110","21.2","97","102.8","97.9","98.4","97.5","104.4","0.429","0.9","62","26.8","104.7","106.3","104.8","106","104.2","108.4","0.16699999999999998","0.098","0.068","0.6"
"2017","Army","American Athletic","-5.3","90","7","0.931","46","32.1","118.7","79.1","111.2","100.1","102.3","103.6","0.909","0.7","104","35","88","98.1","88.5","96.1","90","97.8","0.132","0.085","0.047","-2.5"
"2017","Eastern Michigan","Mid-American","-5.3","90","5.8","0.965","106","22","94.5","97","85.6","99.9","93.1","100.6","0.466","0.3","60","26.4","102.9","104.1","105.8","102","100.8","112.1","0.16","0.105","0.055999999999999994","-1"
"2017","Louisiana Tech","Conference USA","-5.5","92","6.8","0.953","79","26.8","107.6","92.9","104.4","100.1","100.7","101.8","0.507","0.1","95","32.7","91","107","91.7","101.2","97.5","97.1","0.146","0.077","0.069","0.4"
"2017","Rutgers","Big Ten","-5.5","92","3.9","0.818","101","23.3","88.1","89.9","96","85.6","91.8","89.1","0.59","2.2","77","29","96.9","99.3","100.2","95.1","97.6","97.8","0.152","0.075","0.065","0.2"
"2017","Tulane","American Athletic","-5.7","94","4.6","0.921","67","28.5","92.3","96.5","98.3","94.2","97","88.9","0.659","0.8","104","35","100","93.7","97.3","95.5","100.7","91.4","0.153","0.065","0.087","0.9"
"2017","Cincinnati","Big 12","-6.4","95","4.4","0.928","101","23.3","94.2","94.7","100.8","88.4","93.8","93.4","0.44299999999999995","-0.6","68","28.2","95.3","102.6","99.8","96.3","98.3","99.8","0.11800000000000001","0.076","0.043","-1.4"
"2017","BYU","Big 12","-7.4","96","5.5","0.893","118","18.6","91.6","88.1","94.6","85.9","91.7","87.3","0.47","1.6","56","25.8","96.2","113","108.3","95.6","101.7","105.6","0.127","0.083","0.042","-0.3"
"2017","Illinois","Big Ten","-7.4","96","2.3","0.848","107","21.6","89.9","95.4","95.9","90.5","95.6","85.1","0.495","2.6","81","29.9","89.4","104.3","90.8","98.4","94.6","97.9","0.13","0.07400000000000001","0.053","0.9"
"2017","Central Michigan","Mid-American","-8.6","98","6.1","0.961","109","21.4","90.5","109.1","87.8","104.1","96.3","103.7","0.47100000000000003","-0.8","68","28.2","99.5","105.7","95.6","107.7","99.2","109.4","0.153","0.094","0.059000000000000004","-1.9"
"2017","New Mexico State","Conference USA","-9.4","99","7.1","0.972","94","24.5","96.3","99.2","96.9","93.9","95","101.7","0.327","-0.8","94","32.6","99.7","100.9","100","102.1","101","96.1","0.18100000000000002","0.109","0.069","-1.3"
"2017","Massachusetts","FBS Independents","-9.7","100","5.9","0.956","97","24.1","97.2","104.2","95.6","99.1","101.4","100.1","0.423","-0.4","91","31.9","102","89.4","92.8","99.3","101.2","87.9","0.192","0.11599999999999999","0.076","-1.8"
"2017","Bowling Green","Mid-American","-10","101","3.4","0.944","73","27.5","102.5","102.1","104.3","100.8","97.1","114.7","0.47100000000000003","-2","116","38.9","81.2","101.6","84.1","89.6","91.4","85.7","0.13699999999999998","0.061","0.059000000000000004","1.4"
"2017","Florida International","Conference USA","-10.4","102","6.4","0.964","99","24","100.4","98","94.3","102.9","97.9","102.2","0.527","1.1","104","35","89.4","102.6","96.2","94.6","95.9","90.2","0.138","0.086","0.05","0.7"
"2017","Tulsa","American Athletic","-10.7","103","2.4","0.924","76","27.3","97.4","92.6","103.3","91.8","94.8","98.4","0.645","-4.7","114","37.8","92","92.1","93.9","89.6","90.9","98.7","0.12300000000000001","0.075","0.048","-0.2"
"2017","Air Force","Mountain West","-11","104","3.8","0.939","59","28.8","110.5","84.2","103.3","114","99","102","0.8009999999999999","-3.5","121","40.5","99.1","79.9","91.7","88.5","90.5","89.5","0.122","0.081","0.04","0.7"
"2017","Buffalo","Mid-American","-11.2","105","6.1","0.969","92","24.9","95.7","109.6","86.3","109.2","99.2","106.1","0.494","0.7","99","33.9","93.2","104.5","101.4","92","98.6","96","0.122","0.071","0.051","-2.2"
"2017","South Alabama","Sun Belt","-12","106","4.1","0.948","119","18.3","87.8","94.7","84.7","92.4","91.3","90","0.43799999999999994","2.4","89","31.4","97","102.9","100.3","99.4","101.5","94.1","0.13699999999999998","0.062","0.075","1.1"
"2017","New Mexico","Mountain West","-12.4","107","4.6","0.954","112","20.8","89.8","99.3","100.9","88.5","92.1","99.3","0.68","2","101","34.2","102.1","86.1","100","93.1","95.2","96.5","0.146","0.077","0.068","0.9"
"2017","Oregon State","Pac-12","-12.6","108","1.9","0.88","59","28.8","96.4","85.7","93","91.2","93.9","87.5","0.49700000000000005","1.7","119","39.9","87.4","97.3","91.5","91","93.6","87.9","0.111","0.057999999999999996","0.048","-1.5"
"2017","UL Monroe","Sun Belt","-12.9","109","4.5","0.91","41","32.3","110","104.2","102.8","112.4","106.8","108.6","0.526","-0.7","127","45.5","85.8","90.3","86","87","89.2","84.6","0.13","0.068","0.061","0.3"
"2017","East Carolina","American Athletic","-14","110","2.4","0.914","77","27.2","100","99","87.8","101.3","96.9","102.3","0.395","0","125","41.8","81.1","88.8","87.3","80.9","87.8","78.9","0.099","0.045","0.053","0.5"
"2017","Georgia State","Sun Belt","-14","110","5.8","0.945","121","17","94.6","96.2","85.8","98.8","96.1","95.8","0.474","1","74","28.6","100.4","98.7","108.7","97.4","100.4","98.2","0.131","0.087","0.044000000000000004","-2.4"
"2017","UNLV","Mountain West","-14.5","112","5","0.938","82","26.2","101.3","104.5","109.2","95.8","104.9","97.4","0.594","0.1","118","39.8","82.2","102.5","86.4","92.3","86.4","106","0.113","0.065","0.046","-0.9"
"2017","Kansas","Big 12","-14.8","113","1.5","0.859","107","21.6","85.1","96","94.1","85.9","87.6","96","0.419","-1.1","108","36.7","90.3","97","98.8","88.7","95.3","89.5","0.156","0.106","0.05","0.4"
"2017","Georgia Southern","Sun Belt","-15.8","114","2.2","0.934","119","18.3","90.5","86.8","95.1","94.7","94.1","79.7","0.7509999999999999","0.3","107","35.5","98.9","80.2","87.2","90.5","91.1","87.8","0.17600000000000002","0.102","0.07400000000000001","1.4"
"2017","Louisiana","Sun Belt","-15.8","114","4.1","0.96","73","27.5","98.5","96.8","104.7","92.1","94.8","103.9","0.505","0","126","42.9","82.2","100.4","85","92.2","88.7","93.2","0.125","0.064","0.059000000000000004","-0.4"
"2017","Nevada","Mountain West","-16.4","116","3.8","0.941","85","25.6","97.9","110.3","93.9","105.3","101.9","105.6","0.426","-1.4","124","41.1","86.7","98.8","95.3","85.9","94.7","83.2","0.146","0.084","0.059000000000000004","-0.9"
